subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
98,1,P,-1,1,12940,16146,3206,3206,5,662,300
98,1,P,-1,2,12940,30179,17239,13775,1,632,495
98,1,P,-1,3,12940,30647,17707,210,3,782,390
98,1,P,-1,4,12940,31120,18180,215,5,662,300
98,1,P,-2,1,37515,41750,4235,4235,2,332,465
98,1,P,-2,2,37515,42124,4609,116,4,452,360
98,1,P,-2,3,37515,42697,5182,315,8,467,90
98,1,P,-3,1,48993,62727,13734,13734,6,827,210
98,1,P,-3,2,48993,63253,14260,268,7,287,180
98,1,P,-3,3,48993,63758,14765,247,9,647,120
98,1,T,1,1,70483,75313,4830,4830,8,467,90
98,1,T,1,2,70483,75852,5369,283,5,662,300
98,1,T,2,1,84508,87178,2670,2670,6,827,210
98,1,T,2,2,84508,92548,8040,5113,5,662,300
98,1,T,3,1,99972,104993,5021,5021,4,452,360
98,1,T,3,2,99972,107768,7796,2517,2,332,465
98,1,T,3,3,99972,110442,10470,2416,7,287,180
98,1,T,4,1,117205,120118,2913,2913,8,467,90
98,1,T,4,2,117205,122980,5775,2604,5,662,300
98,1,T,4,3,117205,125855,8650,2617,1,632,495
