subnum,direction,type,trialnum,trialstart,length,stim,resp,numcorr,nummiss,allcorr,time
999,1,P,-1,8476,3,135,135,3,0,1,6195
999,1,P,-2,20198,3,248,248,3,0,1,5187
999,1,P,-3,30913,3,679,679,3,0,1,4610
999,1,T,1,40654,2,85,85,2,0,1,6674
999,1,T,2,51852,2,64,64,2,0,1,4606
999,1,T,3,61984,3,472,472,3,0,1,5334
999,1,T,4,72854,3,815,815,3,0,1,4977
999,1,T,5,84389,4,3417,3417,4,0,1,7882
999,1,T,6,98825,4,6158,6158,4,0,1,7911
999,1,T,7,114299,5,52186,52186,5,0,1,7226
999,1,T,8,129088,5,42731,42731,5,0,1,8670
999,1,T,9,146330,6,392487,392487,6,0,1,8954
999,1,T,10,163855,6,378294,378294,6,0,1,12125
999,1,T,11,185556,7,5917428,1597,1,6,0,21227
999,1,T,12,216358,7,5792846,572486,3,4,0,8587
